,Gene_set,Term,Odds Ratio,Genes,Cluster,Count,-log10(adj p-value)
111,KEGG_2019_Mouse,MicroRNAs in cancer,5.405984251968504,NOTCH3;CCND2;NOTCH1;DNMT3A;STMN1;TPM1;PLCG1,13,7,1.517601088155923
112,KEGG_2019_Mouse,Focal adhesion,4.660656844446209,CCND2;COL4A2;ITGB5;COL4A1;PXN;CAPN2;FLNC;PIP5K1C,13,8,1.517601088155923
113,KEGG_2019_Mouse,Lysosome,5.740942734709778,LAPTM4B;CD63;CTSL;HEXA;GNS;IGF2R,13,6,1.4716178699042413
114,KEGG_2019_Mouse,Pathways in cancer,2.933722096814648,NOTCH3;NOTCH1;F2R;IGF2;FOS;BMP4;CCND2;COL4A2;SMO;COL4A1;GNAS;PLCG1;FGFR1,13,13,1.4716178699042413
115,WikiPathways_2019_Mouse,Primary Focal Segmental Glomerulosclerosis FSGS WP2573,12.544,CDKN1C;NOTCH1;CDH2;CTSL;PODXL;KRT8;PLCG1,13,7,3.5390444110287365
116,WikiPathways_2019_Mouse,Neural Crest Differentiation WP2074,9.065,BMP4;NOTCH3;NOTCH1;CDH2;ID1;PMP22;FGFR1,13,7,2.9933452666513563
117,WikiPathways_2019_Mouse,Endochondral Ossification WP1270,10.136376096491228,CDKN1C;CTSL;SERPINH1;IGF2;FGFR1,13,5,2.2257737889193514
118,WikiPathways_2019_Mouse,Splicing factor NOVA regulated synaptic proteins WP1983,12.48829854522454,CDH2;EPB41;STXBP2;EPB41L3,13,4,2.032177328110426
119,WikiPathways_2019_Mouse,PluriNetWork WP1763,3.770207702853004,BMP4;NOTCH1;PTPRS;SMO;DPYSL2;DNMT3A;ID1;FOS;FGFR1;NR2F6,13,10,2.0182167589877773
120,GO_Molecular_Function_2023,Receptor Ligand Activity ,5.4045670322475035,WNT6;VGF;FGF18;BMP8A;CSPG5;WNT7A;NGF;CRLF1;GDF7,14,9,2.0088064112821735
121,GO_Molecular_Function_2023,Acylglycerol Lipase Activity ,47.84516129032258,FAAH;DAGLA;ABHD3,14,3,2.0088064112821735
122,KEGG_2019_Mouse,Type I diabetes mellitus,22.008318478906713,H2-BL;GAD1;GM10499;H2-Q1;H2-D1,14,5,2.915306634741504
123,KEGG_2019_Mouse,Graft-versus-host disease,22.644766997708174,H2-BL;GM10499;H2-Q1;H2-D1,14,4,2.475327453456723
124,KEGG_2019_Mouse,Allograft rejection,21.385281385281385,H2-BL;GM10499;H2-Q1;H2-D1,14,4,2.475327453456723
125,KEGG_2019_Mouse,Autoimmune thyroid disease,20.258373205741627,H2-BL;GM10499;H2-Q1;H2-D1,14,4,2.475327453456723
126,KEGG_2019_Mouse,Neuroactive ligand-receptor interaction,5.41280353200883,ADORA2B;GALR2;GRM6;NPY;GRIK3;ADRA1D;GRIN1,14,7,1.832996069018799
127,GO_Biological_Process_2023,DNA Repair ,3.518843549536707,DCLRE1B;ABRAXAS1;XRCC2;RECQL;RNF8;LIG4;FANCC;FANCB;APTX;DDB2;FANCF;PRIMPOL;ATXN3;VCPIP1;ENDOV;WRN;RAD51C;RECQL5;ERCC4;RBBP8;RAD9B;POLH,15,22,2.6678444993436243
128,GO_Biological_Process_2023,Interstrand Cross-Link Repair ,9.515665796344647,DCLRE1B;ERCC4;MCM9;RNF8;FANCC;FANCB;FANCF,15,7,1.7940424681656986
129,GO_Molecular_Function_2023,Mannosyltransferase Activity ,24.249940659862332,POMT2;PIGB;ALG8;DPY19L4;TMTC3;PIGM;PIGV,15,7,4.2878640828893575
130,GO_Molecular_Function_2023,Hexosyltransferase Activity ,5.976799096601992,POMT2;PIGB;ALG6;DPY19L4;TMTC3;PIGM;PIGV;POGLUT3,15,8,1.8175308850165235
131,GO_Molecular_Function_2023,Four-Way Junction Helicase Activity ,56.604651162790695,WRN;RECQL5;RECQL,15,3,1.8175308850165235
132,GO_Molecular_Function_2023,Glucosyltransferase Activity ,28.2984496124031,ALG8;ALG6;POGLUT3,15,3,1.41532325224308
133,KEGG_2019_Mouse,Herpes simplex virus 1 infection,6.074592396668114,ZFP689;ZFP788;ZFP748;ZFP825;ZFP867;ZFP866;ZFP81;ZFP948;ZFP808;ZFP160;ZFP74;ZFP51;ZFP383;ZFP184;IKBKG;ALYREF2;ZFP101;ZFP189;ZFP37;ZFP386;ZFP661;ZFP810;ZFP930;ZFP599;ZFP994;ZFP715;ZFP935;ZFP933;ZFP811;ZFP719;ZFP959;ZFP958;ZFP607A;ZFP780B;ZFP46;ZFP68;ZFP84;ZFP87;ZFP472;ZFP157;ZFP850;ZFP26;ZFP473,15,43,15.41157344851263
134,KEGG_2019_Mouse,Fanconi anemia pathway,10.088642659279778,BRIP1;RAD51C;SLX1B;ERCC4;FANCC;POLK;FANCB;PALB2;POLH;FANCF,15,10,4.6503512388334265
135,KEGG_2019_Mouse,Homologous recombination,6.900094696969697,BRIP1;RAD51C;ABRAXAS1;XRCC2;RBBP8;PALB2,15,6,1.6880826719476327
136,GO_Biological_Process_2023,Endosomal Transport ,4.480913642052566,WASHC4;EIPR1;DENND1A;CMTM6;GCC2;VPS26A;PLEKHA3;EPS15L1;CLN5;ACAP2;PREPL;SNX1;ALS2;HEATR5A;SNX27;HEATR5B;VPS53;CHMP2B;DENND10;STX6;TBC1D23;ANKRD50,16,22,3.9795935798502082
137,GO_Biological_Process_2023,Respiratory Chain Complex IV Assembly ,18.135593220338983,PET100;COX15;COX18;FASTKD3;TIMM21;COA8;COA6;SLC25A46,16,8,3.636909736480344
138,GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly ,5.308155042279099,PET100;NUBPL;FASTKD3;COX18;UQCC1;TIMM21;OMA1;BCS1L;TTC19;SDHAF3;SDHAF4;NDUFAF1;COA8,16,13,2.4697053844448953
139,GO_Biological_Process_2023,Cytosolic Transport ,4.327641623141824,MON2;GCC2;VPS26A;PLEKHA3;ATG14;CLN5;PREPL;SNX1;HEATR5A;HEATR5B;VPS53;WDR91;STX6;PIK3C3;TBC1D23,16,15,2.3424327904295317
140,GO_Biological_Process_2023,Rescue Of Stalled Ribosome ,16.263039399624766,MTRES1;NEMF;RNF14;LTN1;ASCC2;ANKZF1,16,6,2.3002520906693156
141,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription ,3.9095484143600774,HMX3;EPO;TCF21;LYL1;SOX18;SOST;INSL3;SOX7;NKX2-3;IRX2;NKX2-6;PAX6;IGF1;NR2F2;TBX5;CBFA2T3;FLI1;KLF1;PAX1;TAL1;TLX1;HOXB4;HOXD4;IRF5;ERG;HOXD3;HOXB7;HOXD8;SKAP1;HOXB5,17,30,4.841507944818079
142,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,3.713874554303889,HMX3;EPO;GATA5;TCF21;DLL4;LYL1;SOX18;INSL3;NKX2-3;IRX2;NKX2-6;PAX6;IGF1;NR2F2;TBX5;FLI1;KLF1;PAX1;TAL1;BCL6B;TLX1;HOXB4;HOXD4;IRF5;ERG;HOXD3;HOXB7;HOXD8;SKAP1;HOXB5,17,30,4.692951636519214
143,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription ,3.778703441104178,NKX2-6;EPO;GATA5;TCF21;PAX6;IGF1;NR2F2;TBX5;FLI1;KLF1;LYL1;SOX18;TAL1;HOXB4;HOXD4;IRF5;ERG;HOXD3;SOST;INSL3;HOXB7;HOXD8;SKAP1,17,23,3.6750954235281186
144,GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II ,3.786881589317314,NKX2-6;GATA5;TCF21;PAX6;IGF1;NR2F2;TBX5;SOX18;TAL1;HOXB4;HOXD4;IRF5;ERG;HOXD3;INSL3;HOXB7;HOXD8;SKAP1,17,18,2.7498160947975516
145,GO_Biological_Process_2023,Pericardium Development ,105.30424528301889,DLL4;NKX2-6;TBX5,17,3,2.681567159460815
146,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,6.82997909823828,HMX3;IRX2;NKX2-6;GATA5;TCF21;PAX6;NR2F2;TBX5;KLF1;PAX1;LYL1;SOX18;TAL1;TLX1;HOXB4;HOXD4;IRF5;ERG;HOXD3;HOXB7;SOX7;HOXD8;NKX2-3;HOXB5,17,24,8.821434088517469
147,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,7.501188354129531,IRX2;GATA5;TCF21;PAX6;NR2F2;TBX5;FLI1;PAX1;SOX18;BCL6B;HOXB4;HOXA2;HOXD4;IRF5;ERG;HOXD3;HOXB7;SOX7;HOXD8;NKX2-3;HOXB5,17,21,8.661734652937776
148,GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding ,6.718475947211579,IRX2;NKX2-6;GATA5;TCF21;PAX6;NR2F2;TBX5;KLF1;PAX1;LYL1;SOX18;TAL1;TLX1;HOXB4;HOXD4;IRF5;ERG;HOXD3;HOXB7;SOX7;NKX2-3;HOXB5,17,22,8.402138349670471
149,GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding ,7.000752299366613,GATA5;TCF21;PAX6;FLI1;KLF1;PAX1;SOX18;TAL1;BCL6B;HOXB4;HOXA2;HOXD4;IRF5;ERG;HOXD3;HOXB7;SOX7;HOXD8;NKX2-3;HOXB5,17,20,8.041970852554597
150,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,6.489733987603306,IRX2;NKX2-6;GATA5;PAX6;NR2F2;TBX5;KLF1;PAX1;LYL1;SOX18;TAL1;TLX1;HOXB4;HOXD4;IRF5;ERG;HOXD3;HOXB7;SOX7;NKX2-3;HOXB5,17,21,7.9830192316711805
151,KEGG_2019_Mouse,Neuroactive ligand-receptor interaction,6.770124608210382,GRIA2;PYY;GRM4;ADORA2A;INSL3;NTSR1,17,6,1.4067505314227429
152,KEGG_2019_Mouse,Herpes simplex virus 1 infection,3.3385160098522166,ZFP953;ZFP457;ZFP729A;ZFP763;ZFP946;ZFP944;ZFP729B;ZFP58;ZFP182;ZFP874B;ZFP40;ZFP53;ZFP27;ZFP597;ZFP760,18,15,2.1240023234862537
153,GO_Biological_Process_2023,Mitochondrial Translation ,7.527142369409355,MRPL53;MRPS15;MRPS26;MRPL28;MRPS10;MRPS2;MRPL23;MRPL34;MRPL33,19,9,2.143234722778041
154,GO_Biological_Process_2023,Mitochondrial Gene Expression ,7.194320530954195,MRPL53;MRPS15;MRPS26;MRPL28;MRPS10;MRPS2;MRPL23;MRPL34;MRPL33,19,9,2.143234722778041
155,GO_Biological_Process_2023,Translation ,4.55916890150233,MRPL53;MRPS15;MRPS26;MARS1;DRG2;MRPL28;MRPS10;MRPS2;AURKAIP1;MRPL23;MRPL34;MRPL33,19,12,1.8488777084458514
156,GO_Biological_Process_2023,Multi-Pass Transmembrane Protein Insertion Into ER Membrane ,71.0673076923077,NCLN;TMEM147;NOMO1,19,3,1.7772164327839384
157,GO_Biological_Process_2023,Protein Targeting To Mitochondrion ,9.377942735949098,FIS1;PAM16;TIMM13;PMPCB;TOMM22;TIMM50,19,6,1.666975101299857
158,KEGG_2019_Mouse,DNA replication,11.937702265372168,RNASEH2C;RNASEH2A;RFC2;POLD1;POLD2,19,5,1.6291716226067146
159,KEGG_2019_Mouse,"Valine, leucine and isoleucine degradation",8.519995376791494,ALDH2;HADH;ACADS;HSD17B10;ACAT2,19,5,1.4745067298364982
160,KEGG_2019_Mouse,Glyoxylate and dicarboxylate metabolism,12.402436462927955,GCSH;GRHPR;AMT;ACAT2,19,4,1.4745067298364982
161,GO_Biological_Process_2023,Negative Regulation Of T Cell Activation ,15.496842105263156,SPN;CEACAM1;CD80;TNFAIP8L2;LAX1,20,5,1.3438265054325322
162,GO_Biological_Process_2023,Lactate Metabolic Process ,58.48412698412698,LDHC;LDHD;LDHAL6B,20,3,1.3229845255972776
163,GO_Molecular_Function_2023,Lactate Dehydrogenase Activity ,175.47619047619048,LDHC;LDHD;LDHAL6B,20,3,2.4915097592356426
164,WikiPathways_2019_Mouse,Macrophage markers WP2271,87.73214285714286,CD74;RAC2;CD68,20,3,2.58401758086848
165,WikiPathways_2019_Mouse,Microglia Pathogen Phagocytosis Pathway WP3626,9.380717131474103,ITGAM;NCF2;RAC2;LAT,20,4,1.4183054077836275
166,GO_Biological_Process_2023,Axoneme Assembly ,20.085882352941177,SPAG16;CCDC39;CFAP74;TTC12;TTLL3;RSPH9;SPACA9,21,7,3.269093740591864
167,GO_Biological_Process_2023,Cilium Movement ,18.39338081273565,CCDC39;DNAH1;TTLL3;ROPN1L;RSPH9;NME5,21,6,2.5596058547660254
168,GO_Molecular_Function_2023,Lipoprotein Particle Binding ,32.613186813186815,STAB1;CD36;SCARF1;GPIHBP1,22,4,2.5393965612538114
169,GO_Molecular_Function_2023,G Protein-Coupled Opioid Receptor Activity ,209.16901408450704,OPRL1;OPRK1,22,2,1.650052975174681
170,KEGG_2019_Mouse,cGMP-PKG signaling pathway,5.877509124087592,NOS3;KCNMB1;ADCY4;ATP2A1;MRVI1;PLCB2;PIK3R6,22,7,1.8407010958761816
171,KEGG_2019_Mouse,Calcium signaling pathway,5.831550953431789,P2RX6;NOS3;CAMK2A;ADCY4;ATP2A1;PLCB2;CAMK1G,22,7,1.8407010958761816
172,KEGG_2019_Mouse,Rap1 signaling pathway,5.020519835841314,FGF6;ANGPT2;ANGPT1;ITGA2B;ADCY4;ARAP3;TEK;PLCB2,22,8,1.8407010958761816
173,KEGG_2019_Mouse,PI3K-Akt signaling pathway,4.0002194907813875,FGF6;ANGPT2;GNGT2;ANGPT1;LAMA2;NOS3;ITGA2B;COL9A1;TEK;PIK3R6,22,10,1.8407010958761816
174,KEGG_2019_Mouse,Oxytocin signaling pathway,5.249465431218817,NOS3;CAMK2A;ADCY4;PLCB2;CAMK1G;PIK3R6,22,6,1.4166182578984767
175,WikiPathways_2019_Mouse,Striated Muscle Contraction WP216,14.023097311624385,MYBPC1;MYL1;TNNT3;TNNI2;TCAP,22,5,2.5903397728954647
176,WikiPathways_2019_Mouse,TYROBP Causal Network WP3625,9.0,TYROBP;PLEK;HCLS1;SAMSN1,22,4,1.4718161762444648
177,WikiPathways_2019_Mouse,Biogenic Amine Synthesis WP522,29.869215291750503,PNMT;TH,22,2,1.4482127367858089
178,WikiPathways_2019_Mouse,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841,3.4497991967871484,FGF6;ANGPT2;GNGT2;ANGPT1;LAMA2;NOS3;ITGA2B;TEK,22,8,1.4482127367858089
179,WikiPathways_2019_Mouse,"GPCRs, Class B Secretin-like WP456",23.22848200312989,CALCRL;ADGRL4,22,2,1.4482127367858089
180,GO_Biological_Process_2023,Organelle Assembly ,3.6169103673986487,CCDC57;IFT172;FBF1;HPS1;WDR19;ARMC9;HPS4;VPS37C;CPLANE1;FUZ;HPS6;ATAT1;KIF3B;TMEM216;WDR90;TCTN1;ULK3;CLUAP1;CEP89,25,19,2.1211274268293474
181,GO_Biological_Process_2023,Cilium Organization ,3.877840149692595,CCDC57;IFT172;FBF1;WDR19;ARMC9;CPLANE1;FUZ;ATAT1;KIF3B;WDR90;TMEM216;TCTN1;CLUAP1;CEP89,25,14,1.5705215181902539
182,GO_Biological_Process_2023,Cilium Assembly ,3.7470284237726097,CCDC57;IFT172;FBF1;WDR19;ARMC9;CPLANE1;FUZ;ATAT1;KIF3B;WDR90;TMEM216;TCTN1;CLUAP1;CEP89,25,14,1.5705215181902539
183,GO_Biological_Process_2023,Regulation Of Macrophage Migration ,132.34821428571428,CSF1;MTUS1;PTK2B,26,3,1.7664942364650609
184,KEGG_2019_Mouse,Phospholipase D signaling pathway,6.389923448612845,ADCY9;SYK;PDGFB;PIK3CD;PTK2B;DNM1;DGKH;PLD2,26,8,1.8806464278465318
185,GO_Biological_Process_2023,Positive Regulation Of Osteoclast Differentiation ,98.21052631578948,TNFSF11;POU4F1;POU4F2,28,3,2.3546553842733613
186,GO_Biological_Process_2023,Positive Regulation Of Peptide Secretion ,257.48275862068965,GRP;ILDR1,28,2,1.9408240775082342
187,GO_Biological_Process_2023,Metanephric Nephron Tubule Development ,257.48275862068965,PAX8;WNT7B,28,2,1.9408240775082342
188,GO_Biological_Process_2023,Regulation Of Osteoclast Differentiation ,39.252631578947366,TNFSF11;POU4F1;POU4F2,28,3,1.9408240775082342
189,GO_Biological_Process_2023,Positive Regulation Of Myeloid Leukocyte Differentiation ,31.391578947368423,TNFSF11;POU4F1;POU4F2,28,3,1.8812032696683159
190,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,4.737520661157025,HOXB9;NKX6-2;DMRT1;PAX8;ESX1;EN1;MSC;POU4F1;POU4F2;NEUROG3,28,10,2.3158010096706163
191,GO_Molecular_Function_2023,Cytokine Activity ,15.16938775510204,WNT7B;BMP8B;TNFSF11;CXCL16,28,4,2.3158010096706163
192,GO_Molecular_Function_2023,"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific ",9.677567037279267,ESX1;EN1;POU4F1;POU4F2;NEUROG3,28,5,2.3158010096706163
193,GO_Molecular_Function_2023,Double-Stranded DNA Binding ,5.304220719897679,HOXB9;NKX6-2;DMRT1;PAX8;ESX1;EN1;MSC;POU4F1,28,8,2.3158010096706163
194,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,4.704575163398693,HOXB9;NKX6-2;DMRT1;PAX8;EN1;MSC;POU4F1;POU4F2;NEUROG3,28,9,2.3158010096706163
195,GO_Biological_Process_2023,Male Gonad Development ,57.67729468599034,TFAP2C;ZFP42;NR0B1;UTF1,29,4,3.4098417292562804
196,GO_Biological_Process_2023,Development Of Primary Male Sexual Characteristics ,57.67729468599034,TFAP2C;ZFP42;NR0B1;UTF1,29,4,3.4098417292562804
197,GO_Biological_Process_2023,Gonad Development ,45.72567049808429,TFAP2C;ZFP42;NR0B1;UTF1,29,4,3.2245275045487465
198,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription ,4.081859070464768,FOXD3;TFAP2C;CDKN2A;EN2;PRDM14;FOXN4;NR0B1;TFCP2L1;NTN1;UTF1;NEUROD1;SOX2;NR5A2;ZFP42,29,14,2.0886131671516632
199,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,3.879742304939155,FOXD3;LEFTY1;TFAP2C;EN2;PRDM14;FOXN4;NR0B1;TFCP2L1;NTN1;UTF1;NEUROD1;SOX2;NR5A2;ZFP42,29,14,1.9847543610666007
200,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,6.002916666666667,SOX2;FOXD3;TFAP2C;NR5A2;ZFP42;EN2;FOXN4;TFCP2L1;NTN1,29,9,2.6133653939872366
201,GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding ,5.856509945750452,NEUROD1;SOX2;FOXD3;TFAP2C;NR5A2;ZFP42;EN2;TFCP2L1;NTN1,29,9,2.6133653939872366
202,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,5.324628712871287,SOX2;FOXD3;TFAP2C;NR5A2;ZFP42;EN2;PRDM14;TFCP2L1;NTN1,29,9,2.6133653939872366
203,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,5.9838776353865235,NEUROD1;SOX2;FOXD3;TFAP2C;NR5A2;ZFP42;EN2;TFCP2L1,29,8,2.6133653939872366
204,GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding ,5.944852374839538,NEUROD1;SOX2;FOXD3;TFAP2C;NR5A2;ZFP42;EN2;TFCP2L1,29,8,2.6133653939872366
205,KEGG_2019_Mouse,Maturity onset diabetes of the young,48.88379705400982,NEUROD1;NR5A2,29,2,1.4538896073192888
206,KEGG_2019_Mouse,Melanoma,16.181521739130435,FGF17;CDKN2A;FGF4,29,3,1.4538896073192888
207,KEGG_2019_Mouse,TGF-beta signaling pathway,12.932173913043478,LEFTY1;LEFTY2;NODAL,29,3,1.3625449164196055
208,WikiPathways_2019_Mouse,PluriNetWork WP1763,22.684169884169883,FOXD3;LEFTY1;TFAP2C;CDKN2A;NR0B1;TFCP2L1;UTF1;FGF4;SOX2;HCK;NR5A2;ZFP42;NODAL;ERAS,29,14,11.457481604844707
209,WikiPathways_2019_Mouse,Dopaminergic Neurogenesis WP1498,51.24027459954233,SOX2;NEUROD1;EN2,29,3,3.154428428979632
210,WikiPathways_2019_Mouse,miR-127 in mesendoderm differentiation WP3991,90.82066869300913,LEFTY2;NODAL,29,2,2.4452739301117314
211,WikiPathways_2019_Mouse,Nuclear Receptors WP509,22.673252279635257,NR5A2;NR0B1,29,2,1.5966306606153635
212,WikiPathways_2019_Mouse,ESC Pluripotency Pathways WP339,9.881765749778172,FGF17;ERAS;FGF4,29,3,1.5966306606153635
213,WikiPathways_2019_Mouse,Fatty Acid Biosynthesis WP336,12.289075630252102,PECR;MECR;ACSL1;ACSL5;DECR1,30,5,2.007348119304141
214,WikiPathways_2019_Mouse,Triacylglyceride Synthesis WP386,11.906389906389906,DGAT1;PLPP3;AGPAT2;AGPAT3,30,4,1.5825587135225871
215,WikiPathways_2019_Mouse,Integrin-mediated Cell Adhesion WP6,4.196253602305475,PAK1;RAP1A;FYN;CAPN1;ARHGEF7;DOCK1;MAPK4;VAV2,30,8,1.567251605389443
216,GO_Biological_Process_2023,Embryonic Limb Morphogenesis ,17.651913875598087,SKI;RARG;CREBBP;SALL1;PTCH1;MEGF8,31,6,2.2575285369271487
217,GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II ,2.90494495893762,CREBBP;RARG;URI1;JUND;CTBP2;GADD45A;PTCH1;ZBTB45;KLF4;RBPJ;ETV5;GLI2;IRF2BPL;NCOR2;SKI;DLG1;BRMS1;SALL1;CCND1;EZR;SAMD1,31,21,1.4509185440002204
218,GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription ,2.521720399224528,RARG;URI1;CTBP2;ZBTB45;RBPJ;FOXO1;GLI2;IRF2BPL;SALL1;CCND1;CCDC85B;SAMD1;CREBBP;JUND;GADD45A;PTCH1;KLF4;ETV5;NCOR2;SKI;DLG1;BRMS1;IRF1;KAT6A;EZR,31,25,1.3419812703642047
219,GO_Biological_Process_2023,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity ,11.707142857142856,CDC42;PARD6B;DLG1;MTCL1;EZR,31,5,1.3252675823917701
220,GO_Biological_Process_2023,Embryonic Appendage Morphogenesis ,41.8188679245283,SKI;PTCH1;MEGF8,31,3,1.3252675823917701
221,GO_Molecular_Function_2023,Histone Acetyltransferase Activity ,16.73469387755102,CREBBP;NAA40;TADA2A;NCOA3;KAT6A,31,5,2.0625581205791947
222,KEGG_2019_Mouse,"Alanine, aspartate and glutamate metabolism",15.972943722943723,ALDH4A1;GPT2;GFPT2;ASNS;RIMKLB,31,5,2.1825062856739215
223,WikiPathways_2019_Mouse,PluriNetWork WP1763,3.9053381739948905,TLE4;HELLS;CREBBP;CTBP2;GADD45A;JADE1;KLF4;RBPJ;ETV5;SOCS2;MYCN;SALL1;CCND1;SGK1,31,14,2.4952067440859484
224,WikiPathways_2019_Mouse,Hedgehog Signaling Pathway WP116,17.494075829383885,SKI;CREBBP;PTCH1;GLI2,31,4,2.18271527451202
225,WikiPathways_2019_Mouse,Notch Signaling Pathway WP29,9.0,NCOR2;CREBBP;CTBP2;RFNG;RBPJ,31,5,1.9791897269448144
226,WikiPathways_2019_Mouse,Amino Acid metabolism WP662,5.784099102051517,MPST;GPT2;GSR;ASNS;BCAT1;PRODH,31,6,1.730081084598506
227,GO_Biological_Process_2023,Regulation Of Glucan Biosynthetic Process ,142.4460431654676,PPP1R3G;PPP1R3C;PPP1R3B;PPP1R3D,32,4,3.583258281753249
228,GO_Biological_Process_2023,Regulation Of Glycogen Metabolic Process ,85.45611510791367,PPP1R3G;PPP1R3C;PPP1R3B;PPP1R3D,32,4,3.334439037576438
229,GO_Biological_Process_2023,Regulation Of Glycogen Biosynthetic Process ,23.71702637889688,PPP1R3G;PPP1R3C;PPP1R3B;PPP1R3D,32,4,1.8358250465955712
230,GO_Biological_Process_2023,Second-Messenger-Mediated Signaling ,12.776915113871636,RYR2;GUCY1A1;GUCY1B1;EDNRB;RCAN2,32,5,1.8358250465955712
231,GO_Biological_Process_2023,Atrial Cardiac Muscle Cell Action Potential ,45.446938775510205,CACNB2;KCNJ5;CACNA1C,32,3,1.8358250465955712
232,GO_Molecular_Function_2023,Glycogen Binding ,142.4460431654676,PPP1R3G;PPP1R3C;PPP1R3B;PPP1R3D,32,4,4.254679492735173
233,GO_Molecular_Function_2023,Protein Phosphatase 1 Binding ,53.39928057553957,PPP1R3G;PPP1R3C;PPP1R3B;PPP1R3D,32,4,3.4213032085371187
234,GO_Molecular_Function_2023,Voltage-Gated Monoatomic Cation Channel Activity ,15.084026481072822,KCNH2;KCNG2;CACNB2;KCNJ11;CACNA2D2;CACNA1C,32,6,3.335853414179284
235,GO_Molecular_Function_2023,Inward Rectifier Potassium Channel Activity ,32.850027670171556,KCNH2;KCNJ5;KCNJ11;KCNN1,32,4,3.0564786440877727
236,GO_Molecular_Function_2023,Voltage-Gated Potassium Channel Activity ,12.478934951129087,KCNH2;KCNG2;KCNJ5;KCNJ11;KCNN1,32,5,2.4795684810034366
237,KEGG_2019_Mouse,ECM-receptor interaction,11.893727022058824,COL1A2;ITGB3;COL6A2;LAMA4;TNC;CD44;THBS4,32,7,3.253903964658343
238,KEGG_2019_Mouse,Renin secretion,13.796552259667653,GUCY1A1;GUCY1B1;ADORA1;PDE3A;CACNA1C;AGTR1A,32,6,3.253903964658343
239,KEGG_2019_Mouse,Circadian entrainment,10.279511128775834,RYR2;KCNJ5;GUCY1A1;GUCY1B1;RASD1;CACNA1C;GNG11,32,7,3.253903964658343
240,KEGG_2019_Mouse,Oxytocin signaling pathway,7.275555555555556,CACNB2;KCNJ5;RYR2;GUCY1A1;GUCY1B1;NPR2;CACNA2D2;CACNA1C,32,8,2.9795905896120836
241,KEGG_2019_Mouse,Morphine addiction,10.620078975708989,KCNJ5;PDE4B;ADORA1;PDE3A;GABRE;GNG11,32,6,2.9795905896120836
242,WikiPathways_2019_Mouse,Myometrial Relaxation and Contraction Pathways WP385,6.163916786226686,RYR2;GUCY1A1;IGFBP5;PRKAR1B;PDE4B;GNG11;CORIN,32,7,1.8304700604518787
243,WikiPathways_2019_Mouse,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841,3.955374337987482,COL1A2;COL6A2;ITGB3;LAMA4;IL4RA;TNC;SLC2A4;GNG11;THBS4,32,9,1.6177856238123418
244,WikiPathways_2019_Mouse,Calcium Regulation in the Cardiac Cell WP553,5.2021426889569105,KCNJ5;RYR2;PRKAR1B;GJA4;CACNA1C;GNG11,32,6,1.5134731993962094
245,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction ,39.55172413793103,PLN;CAV3;NPPA;TNNI3K,33,4,2.5964623802495246
246,GO_Biological_Process_2023,Blood Circulation ,34.74825174825175,NPPB;SGCD;PLN;TRDN,33,4,2.5964623802495246
247,GO_Biological_Process_2023,Myofibril Assembly ,28.653846153846153,ADPRHL1;MYOZ2;LMOD3;LMOD2,33,4,2.48241930453896
248,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Membrane Repolarization ,60.34770889487871,KCNE1;CAV3;NPPA,33,3,2.48241930453896
249,GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transport ,56.320754716981135,CAV3;NPPA;TRDN,33,3,2.48241930453896
250,GO_Molecular_Function_2023,Telethonin Binding ,184.40740740740745,KCNE1;MYOZ2,33,2,2.161223251125065
